ID	Gold	Pred	Text
ID-2383	Economist	negative	Bans on paying for human blood distort a vital global market
ID-2384	FT	negative	Barnier dubs Johnson’s Brexit deal terms ‘unacceptable’
ID-2385	BuzzFeed	neutral	Bernie Says ‘No’ to Pelosi’s ‘Incremental’ Approach to Health Care: Medicare for All
ID-2386	dailybeast	neutral	Bill Maher Defends Joe Biden’s Creepy Touching: ‘He’s Not Harvey Weinstein or R. Kelly’
ID-2387	BBC	neutral	Blackpink: Meet the K-pop superstars backstage at their first UK tour
ID-2388	TheBlaze	negative	California becomes the first state to make hair discrimination illegal
ID-2389	Breitbart	negative	Canada Responds to Philippines' War Threat with Offer to Take Back Garbage
ID-2390	FoxNews	negative	Carrie Underwood immortalized in cheese sculpture at Milwaukee stop of Cry Pretty tour
ID-2391	TPM	neutral	"""Comms Official"
ID-2392	TheBlaze	negative	Cops raid Dallas Catholic Diocese after church leaders reportedly 'thwarted' investigation into child sexual abuse
ID-2393	TheAdvocate	negative	Dan Fagan: Triple shooting near New Orleans school yet another sign of city's crime problem
ID-2394	Positivenews	positive	Dog Is Rescued After Sheand#039;s Found Swimming 135 Miles Out At Sea
ID-2395	ForeignPolicy	negative	Donald Trump and Swine Fever Are Creating an Economic Crisis
ID-2396	PalmerReport	neutral	Donald Trump goes completely bonkers as House Democrats seize his financial records
ID-2397	PalmerReport	negative	Donald Trump is closer to his downfall than ever – and he’s more manically dangerous than ever
ID-2398	PalmerReport	negative	Donald Trump is even more racist than you thought: Part II
ID-2399	PalmerReport	neutral	Donald Trump is taking the GOP down with him
ID-2400	TheNewYorker	neutral	"""Donald Trump"
ID-2401	Vox	neutral	"""E. Jean Carroll: “The world is a very"
ID-2402	dailycaller	negative	Egyptian Monks Face Death For Murdering Abbot
ID-2403	RealClearPolitics	negative	Empowering Small Businesses to Confront China
ID-2404	RealClearPolitics	neutral	Farage Makes Trumpian Trouble With His New Brexit Party
ID-2405	Breitbart	negative	Female Athlete Claims Retaliation After Fighting Transgender Athlete Policy
ID-2406	FreeBacon	negative	Fight in Fla. Over Who Gets Tax Cut Savings After Hurricane Irma
ID-2407	TPM	neutral	"""Fox News Chyron Calls El Salvador"
ID-2408	TheFederalist	negative	GLAAD Poll: Young Americans Are Increasingly Uncomfortable With LGBTQ Culture
ID-2409	dailykos	positive	Giuliani's Sunday talking point: 'There's nothing wrong with taking information from Russians'
ID-2410	ABC	negative	Hamas rebuffs leader's call for worldwide attacks on Jews
ID-2411	Alternet	neutral	Here are 7 of the wildest moments and lies from Trump’s profane and uninhibited campaign rally
ID-2412	BBC	negative	Hong Kong protests: Police use tear gas on protesters
ID-2413	Slate	neutral	"""If Trump Had Any Sense Whatsoever"
ID-2414	BBC	neutral	Inside Iran: Iranians on Trump and the nuclear deal
ID-2415	TNR	neutral	Joe Biden Is Going Back to the Clinton Playbook
ID-2416	Intercept	neutral	John Paul Stevens Was Right: Citizens United Opened the Door to Foreign Money in U.S. Elections
ID-2417	Reason	negative	"""Justin Amash and Rand Paul Disagree About Impeachment"
ID-2418	dailywire	negative	KNOWLES: Bernie Sanders Gets Bitten By His Own Terrible Idea
ID-2419	fiscaltimes	negative	More Big Companies Paying Zero Taxes: Report
ID-2420	dailysignal	negative	Mueller Report Proves Russian Collusion Claim Is a Hoax
ID-2421	FreeBacon	neutral	NRA: Supreme Court Should Move Forward on Gun Case Despite NYC Attempt to Undercut Suit
ID-2422	TheBlaze	negative	"""Pentagon takes action after two US soldiers detained"
ID-2423	HuffPost	neutral	"""Prince Harry"
ID-2424	BBC	negative	Rafters accidentally plunge over waterfall in Pennsylvania
ID-2425	LATimes	negative	"""Ridgecrest earthquake aftershocks move toward dangerous faults"
ID-2426	ABC	negative	"""Russia: Militants in Syria launch attack"
ID-2427	Marketwatch	negative	S&P 500 records five-day losing streak on trade fears
ID-2428	TheHill	negative	"""Sanders calls Barr's handling of Mueller probe 'outrageous"
ID-2429	TheGuardian	neutral	Sea of Solitude review - a dazzling and cathartic exploration of mental health
ID-2430	ThinkProgress	negative	Senate Republicans smear Mark Kelly and Doug Jones with false billboards
ID-2431	FoxNews	negative	Somali asylum-seeker detained for over 2 years released
ID-2432	Slate	neutral	"""Some Democratic Candidates Point Finger at Trump for Shootings"
ID-2433	ThinkProgress	neutral	"""Students want to act on climate change"
ID-2434	Slate	negative	The Controversy Over “Old Town Road” Reveals Problems Beyond Just Race
ID-2435	Jacobin	negative	The Military Budget Is a Disgrace
ID-2436	Slate	positive	The One Lingering Flaw in Jane the Virgin’s Otherwise Perfect Ending
ID-2437	Slate	neutral	"""This Week in Brexit: Theresa May Can’t Stop"
ID-2438	RealClearPolitics	neutral	Trump Didn't Call Neo-Nazis 'Fine People.' Here's Proof
ID-2439	Alternet	negative	Trump advisor leaves high-powered consulting firm after calling House Judiciary Chairman Jerry Nadler ‘a f*cking scumbag’
ID-2440	dailykos	neutral	"""Trump signs 9/11 first responder bill with press conference of lies"
ID-2441	PoliticoPulse	negative	Trump: ‘Something strange is going on at Fox’
ID-2442	NationalReview	neutral	U.S. Retail Sales Tick Up in May
ID-2443	CNN	negative	UK police investigate 'dangerous and disturbing' Salah chants
ID-2444	NewsMax	negative	US Says Venezuelan Plane Aggressively Shadowed a US Military Aircraft
ID-2445	BBC	positive	Ukraine election: Comedian Volodymyr Zelensky wins
ID-2446	NYP	positive	United Airlines employee allegedly called actress a ‘shining monkey’
ID-2447	Alternet	neutral	Unlikely allies Ted Cruz and Alexandria Ocasio-Cortez team up on bipartisan birth control bill
ID-2448	Reason	negative	Utah Karaoke and Ax-Throwing Bars Are Using Pool Tables To Circumvent Stupid Liquor Laws
ID-2449	LATimes	positive	Utah man pleads not guilty in slayings of deputy at Jack in the Box and Russian snowboard champ in L.A.
ID-2450	Twitchy	negative	‘Try again’: NowThis’ attempted gotcha on Alabama anti-abortion law ‘might be the dumbest comparison I have ever seen’
ID-2451	NewsBusters	negative	"""'Disrupter' Katie Couric: It's 'Ridiculous' Women Don't Do Half the News"
ID-2452	TheHill	negative	'Handmaid's Tale' actress slams 'disgusting' abortion bans
ID-2453	TheBlaze	negative	"""AOC hit with brutal backlash for using Holocaust to defend Rep. Ilhan Omar"
ID-2454	InfoWars	negative	Alex Jones Caught in Vile Racist Ritual
ID-2455	Twitchy	negative	Andy Ngo reports on the epidemic of hoax hate crimes against LGBT people in Portland
ID-2456	BuzzFeed	negative	"""Bernie Accuses Republicans of Suppressing Votes"
ID-2457	dailymail	negative	British Army soldier reprimanded after going on a killing spree during virtual battlefield exercise
ID-2458	NYP	neutral	California woman posing as social worker tried to kidnap newborn: cops
ID-2459	PalmerReport	negative	Donald Trump reaches a disgusting new low and proves there is no bottom
ID-2460	PalmerReport	neutral	Donald Trump’s deranged supporters circle the drain
ID-2461	Breitbart	neutral	FNC's Wallace: Trump Is Calling People of Color 'Vermin' -- 'It Sounds Subhuman'
ID-2462	dailymail	negative	Five suspected gang members charged after they 'stabbed and carjacked a pregnant school teacher'
ID-2463	CNN	negative	Food stolen from thousands of hungry people
ID-2464	BuzzFeed	negative	Illegal Alien Charged with Murdering Four Americans Claims He Is ‘Mentally Disabled’
ID-2465	Intercept	negative	Joe Biden Bragged About Getting Republicans to Raise Taxes in 2012. It Was Actually a Disaster for Democrats.
ID-2466	InfoWars	neutral	Planned Parenthood Takes Donations Specifically To Abort Black Babies
ID-2467	FoxNews	negative	"""Rosie O'Donnell makes bizarre 'concentration camps' comment"
ID-2468	dailywire	negative	Rubio Trashes Ilhan Omar For Blaming U.S. For Venezuelan Problems
ID-2469	BuzzFeed	neutral	Sanders: Biden 'Owes the Country an Apology' on 'Civility' Remarks
ID-2470	dailymail	negative	Star Trek actress Marina Sirtis reveals she was molested by her babysitter's teenage sons
ID-2471	WP	neutral	"""Still angling for a deal"
ID-2472	RealClearPolitics	negative	The Alabama Abortion Law Is a Disaster for Republicans
ID-2473	Economist	negative	The Nobel committee shines a spotlight on rape in conflict
ID-2474	TPM	neutral	Trump Campaign Ads Use Stock Image Models To Portray Trump Supporters
ID-2475	NYP	negative	Trump calls Smollett case ‘embarrassment to our country’ at raucous rally
ID-2476	ThinkProgress	positive	Trump thinks it’s funny that one of his supporters wants migrants to be shot
ID-2477	TheGuardian	negative	Trump to claim US is environmental leader in spite of ripping up protections
ID-2478	ABC	neutral	UN rights chief 'appalled' by conditions in US for migrants
ID-2479	Slate	negative	UNC Basketball Coach Placed on Leave for Allegedly Making Racially Insensitive Comments
ID-2480	dailybeast	neutral	"""Vice President Pence Tours Border Patrol Facility With Almost 400 Men in ‘Crowded’ Cages"
ID-2481	Vice	neutral	Woman in Viral Video Who Licked Carton of Ice Cream and Put It Back Could Go to Jail
ID-2482	FoxNews	negative	Woman sentenced for pushing commuter to her death in subway
ID-2483	BuzzFeed	negative	"""Rep. Bradley Byrne Condemns """"Horrific"""" Abortion Comments from Alabama Democrat"""
ID-2484	democracynow	neutral	"""Trump Admin Moves 100 Migrant Kids Back to """"Child Jail"""" Despite Concern over Inhumane Conditions"""
ID-2485	NPR	neutral	'Do Something!': Calls For Action After Mass Shootings In El Paso And Dayton
ID-2486	BuzzFeed	positive	'The Office' Star Rainn Wilson: Black Friend in 'Surburban LA' Targeted with Noose in Front Yard
ID-2487	FoxNews	negative	7-foot snake scares Oklahoma man as it pokes head out of dryer vent
ID-2488	TheGatewayPundit	negative	Accused Murderer OJ Simpson Launches Twitter Account – Threatens “Getting Even” — ON ANNIVERSARY WEEK OF NICOLE’S MURDER
ID-2489	LATimes	neutral	"""Al menos 3 muertos"
ID-2490	RealClearPolitics	negative	AntiFa Is a Domestic Terror Group
ID-2491	NPR	neutral	"""As Saudi Arabia Builds A Nuclear Reactor"
ID-2492	Vox	negative	At least 11 people have died while climbing Mount Everest this year
ID-2493	dailymail	positive	Baroness Trumpington leaves staff £500 in her will to throw a 'jolly good party'
ID-2494	RealClearPolitics	negative	Barr Exposed the Rampant Desperation of Trump's Foes
ID-2495	BuzzFeed	negative	Beto: We Must Defeat 'Dangerous' Trump or Risk Unraveling Our Democracy for Generations
ID-2496	dailywire	negative	Biden Swing State Speech: Trump An ‘Existential Threat’ To America
ID-2497	TheAdvocate	negative	Board president threatens to yank management contract for Advantage charter school in Baker
ID-2498	OAN	neutral	"""Boeing sees me as its ‘piggy bank’"
ID-2499	Breitbart	positive	Border Patrol Agents Save Migrant from Deadly Exposure in Texas
ID-2500	dailymail	neutral	"""British Airways pilots' strike gets the go-ahead"
ID-2501	Breitbart	neutral	Cartel Blockades Bring Mexican Border City near Texas to Standstill
ID-2502	InfoWars	negative	"""Dayton Police Officers Run Toward the Fire"
ID-2503	CNN	negative	Decaying oil tanker threatens 'catastrophic explosion'
ID-2504	WT	negative	"""Demise of key nuclear pact looms as US"
ID-2505	Intercept	negative	Democrats Running for President Are Waking Up to the Danger of War With Iran
ID-2506	BBC	neutral	Dozens of rockets launched into Israel
ID-2507	CNN	negative	Duterte threatens 'suicide mission' if Beijing oversteps in South China Sea
ID-2508	LATimes	neutral	"""Earthquake: 4.2 quake strikes near Ridgecrest"
ID-2509	LATimes	neutral	"""Earthquake: Magnitude 4.6 aftershock reported near Ridgecrest"
ID-2510	NPR	positive	Eating Fish May Help City Kids With Asthma Breathe Better
ID-2511	WP	negative	Ebola outbreak in Congo declared an emergency of ‘international concern’
ID-2512	Intercept	negative	Elections in the World’s Largest Democracy Are Being Boycotted in One Embattled Province
ID-2513	RealClearPolitics	negative	"""Even in Defeat"
ID-2514	dailymail	neutral	Extinction Rebellion climate change protests cost police at least £7m
ID-2515	ForeignPolicy	negative	Fears Rise of an ISIS Comeback
ID-2516	FoxNews	negative	Florida man describes 'shocking' alligator attack on 5-year-old granddaughter in lake
ID-2517	NBC	neutral	"""For Asian Americans"
ID-2518	TheGuardian	positive	"""For our dedicated food readers"
ID-2519	dailywire	neutral	Founder Of 8chan After Mass Shootings: ‘Shut The Site Down’
ID-2520	TheAmericanConservative	negative	Freak-Out Over North Korea’s Missile Test Defies Rationality
ID-2521	NationalReview	negative	French Authorities Investigating Lyon Explosion as Potential Terror Attack
ID-2522	OAN	positive	Glencore’s Congo tragedy highlights security conundrum for miners
ID-2523	CNN	negative	Greenland's ice sheet just lost 11 billion tons of ice -- in one day
ID-2524	FreeBacon	positive	Harris Proposes Penalizing Corporate Profits to Eliminate Gender Pay Gap
ID-2525	TheGatewayPundit	neutral	"""Hillary Clinton and Lanny Davis Tried to Establish a Secret Back Channel to Israel"
ID-2526	TheFederalist	positive	"""ICE Isn’t The Enemy"
ID-2527	TheFederalist	positive	"""In ‘Dignity"
ID-2528	Intercept	neutral	"""India Moves to Strip Kashmir of Autonomy"
ID-2529	Jacobin	negative	Jair Bolsonaro’s Brazil Is a Nightmare That Could Get Worse
ID-2530	ForeignPolicy	negative	Japan and South Korea’s History Wars Are About to Get Ugly
ID-2531	CNN	negative	Japan-South Korea feud threatening global chip supply
ID-2532	NPR	negative	Jon Stewart Blasts Lawmakers In Hearing For Sept. 11 Victim Compensation Fund
ID-2533	NationalReview	neutral	Koch Network Willing to Back Dem. Candidates In 2020
ID-2534	Truthout	negative	Landmark UN Report to Show We Are in a Human-Induced Extinction Crisis
ID-2535	NewsBusters	negative	"""MSNBC Slimes: Barr Is a ‘Scary"
ID-2536	dailybeast	negative	Michigan Man Allegedly Shot Two Men ‘Because They Were Gay’: Prosecutors
ID-2537	dailykos	neutral	Midday open thread: Iranian prez hints at a seized ship swap; schools for Native children crumbling
ID-2538	FoxNews	negative	Migrants fearful after hundreds arrested in Mexico raid
ID-2539	Positivenews	neutral	Mom Sends Son With Autism On Flight Solo And Receives This From A Stranger
ID-2540	MotherJones	neutral	"""Money Talks"
ID-2541	NPR	negative	"""Multiple Fatalities Reported In El Paso Shooting"
ID-2542	NYP	neutral	Multiple people shot at Virginia Memorial Day weekend party
ID-2543	TheHill	positive	Murkowski celebrates birthday with electric scooter ride
ID-2544	Quartz	negative	NASA says India’s anti-satellite strike endangered the International Space Station
ID-2545	FT	neutral	Netanyahu win leaves Palestinians fearing US peace plan
ID-2546	CNN	negative	New Machu Picchu airport raises damage fears
ID-2547	LATimes	neutral	"""Newsletter: Less than a week after Gilroy"
ID-2548	Intercept	negative	No More Deaths Trial Opens as More Bodies Discovered Along Arizona-Mexico Border
ID-2549	TheGuardian	negative	No longer does al-Qaida grab the headlines. That might be the plan | Jason Burke
ID-2550	RealClearPolitics	neutral	North Korea Is Waiting for Trump to Blink--or Leave Office
ID-2551	dailycaller	negative	"""North Korea Tests A ‘New-Type Tactical Guided Weapon"
ID-2552	WT	negative	North Korea: Donald Trump preparing for an 'aggressive war' against us
ID-2553	FreeBacon	neutral	Ocasio-Cortez Chief of Staff Leaving Her Office
ID-2554	BBC	neutral	Oklahoma flooding sweeps home into river
ID-2555	Economist	negative	Parents worry more about bullying than anything else
ID-2556	Breitbart	negative	Politico: Democrats' DACA Amnesty Stalls amid Political Fear of Migrant Crime
ID-2557	Breitbart	negative	Pope Francis: Climate Crisis ‘Leading the World Towards Disaster’
ID-2558	ABC	neutral	"""Pope in Morocco: Walls"
ID-2559	TheGatewayPundit	negative	"""RIOTS IN FRANCE! After Algeria Wins African Cup — Migrants Terrorize Women"
ID-2560	InfoWars	negative	Rhetoric From “The Squad” Promotes Left Wing Terror
ID-2561	Reason	neutral	Rhode Island Is the Latest State To Abolish Onerous Hair-Braiding Licensing
ID-2562	NYT	negative	Russian and U.S. Navy Ships Narrowly Avoid Collision in Philippine Sea
ID-2563	LATimes	negative	San Andreas fault is a 730-mile monster. Ridgecrest earthquake was a tiny taste of the possible destruction
ID-2564	TheGuardian	neutral	"""Shane Rimmer"
ID-2565	CNN	positive	"""She moved from Canada to Somalia to tell positive stories"
ID-2566	HuffPost	negative	South Korea Says North Korea Has Fired Unidentified Projectiles
ID-2567	TheNewYorker	neutral	Spy-Satellite Images Reveal How Climate Change Is Rapidly Melting the Himalayan Glaciers
ID-2568	dailycaller	negative	"""Sri Lanka Blocks Facebook After Bombings"
ID-2569	Breitbart	negative	Sri Lanka Identifies Radical Imam Suspected of Masterminding Easter Bombings
ID-2570	Economist	negative	States are finding new ways of killing enemies abroad
ID-2571	TheBlaze	negative	Suspect reportedly steals man’s vehicle with man’s child inside. Suspect finds out hard way that he picked the wrong car to jack.
ID-2572	fiscaltimes	negative	Switch to Medicare for All Would Be ‘Complicated and Potentially Disruptive’: CBO
ID-2573	ABC	neutral	Syrian troops take village in last rebel stronghold
ID-2574	TheAtlantic	neutral	The Coming End of an Era at NASA
ID-2575	TheAmericanConservative	negative	The Generals Won’t Save Us From the Next War
ID-2576	TNR	negative	The Growing Crisis of Guns on Campus
ID-2577	Intercept	negative	The Indictment of Julian Assange Under the Espionage Act Is a Threat to the Press and the American People
ID-2578	TheNewYorker	negative	The Startling Image of the Blood-Spattered Victim of the Virginia Beach Shooting
ID-2579	TNR	negative	The Toxic-Gas Catastrophe Hiding Beneath Your Home
ID-2580	Intercept	neutral	The Trump Administration Is Planning Mass Video Proceedings for Immigrants in Tents on the Border
ID-2581	fiscaltimes	negative	The US in Decline: What Americans Fear for the Future
ID-2582	BBC	negative	The refugee families caught up in a war zone in Libya
ID-2583	Economist	neutral	The school bully has moved online and is following children home
ID-2584	RealClearPolitics	negative	Theresa May Meets Her Lonely End
ID-2585	dailymail	neutral	Theresa May offers academic Roger Scruton his old job back after false allegations
ID-2586	Vice	negative	These Photos Show Just How Bad India’s Water Crisis Has Become
ID-2587	Intercept	neutral	"""This April 15"
ID-2588	Reason	neutral	This High School's 'Political Radicalism' Class Lets Students Hear From Far-Right and Far-Left Speakers
ID-2589	democracynow	negative	This Is Not a Surprise: U.S. Sanctions and Saber Rattling Led to Iran's Renewed Uranium Enrichment
ID-2590	CNN	neutral	Thousands evacuated as forest fire bears down on music festival
ID-2591	Truthout	negative	To Be Sick and Not Rich Is the Nightmare of Medical Care in the US
ID-2592	NYP	neutral	Truck explodes at Burger King drive-thru in Arkansas
ID-2593	ThinkProgress	negative	Trump’s climate policies are so bad even Putin is trolling him
ID-2594	NBC	neutral	"""U.S. sees surge in confirmed cases of measles"
ID-2595	dailycaller	negative	"""UN Human Rights Chief Condemns Saudi Arabia’s Execution Of 37"
ID-2596	ABC	negative	UN envoy arrives in Syria amid violent clashes in the north
ID-2597	FreeBacon	neutral	"""Ukraine Seizes Russian Tanker"
ID-2598	FT	neutral	Venezuelan regime circles opposition leader Guaidó
ID-2599	Vox	negative	Violence continues as Israel and Hamas exchange fire over two days of fighting
ID-2600	TheGuardian	neutral	What Apple could teach mom Gwyneth Paltrow about technology | Rebecca Nicholson
ID-2601	LATimes	neutral	"""Witnesses describe Gilroy Garlic Festival shooting horror: 'Active shooter"
ID-2602	Alternet	negative	‘Unprecedented’ decline of plants and animals as global ‘red list’ reveals nearly one-third of assessed species are under threat
ID-2603	FoxNews	negative	2 men plead guilty in gun thefts from national trade show
ID-2604	Vice	negative	A Man has Been Charged with the Murder of Melbourne Woman Courtney Herron
ID-2605	MotherJones	neutral	"""After 2 Decades"
ID-2606	Alternet	negative	Alexandria Ocasio-Cortez rips Steve King: ‘You were too racist even for’ Republicans
ID-2607	TheGuardian	negative	All change! Meet the new artistic directors shaking up British theatre
ID-2608	Truthout	neutral	American Dark Money Is Fueling the Rise of Europe’s Far Right
ID-2609	Vox	neutral	An open letter to YouTube’s CEO
ID-2610	BBC	negative	Appeals over Russia holiday camp deaths
ID-2611	BussinesInsider	neutral	"""Babson To Host 39th Annual Babson College Entrepreneurship Research Conference (BCERC) June 5-8"
ID-2612	BBC	neutral	Bomb targets tourist bus in Egypt
ID-2613	FoxNews	negative	Camera shows cat trying to 'murder' its owner while he sleeps
ID-2614	ForeignPolicy	neutral	Chinese Film Studios Are Blacklisting Americans
ID-2615	TheFederalist	neutral	Clinics That Serve Pregnant Moms Get Millions Of Dollars Under New HHS Family Planning Rule
ID-2616	Intercept	negative	"""Coalition Airstrikes in Raqqa Killed at Least 1"
ID-2617	Marketwatch	negative	CymaBay Therapeutics stock price target cut to $7 from $11 at B. Riley FBR
ID-2618	FoxNews	neutral	Daughter of Tennessee man executed in 2006 seeks DNA testing
ID-2619	BuzzFeed	neutral	Dem Rep. Sherman: Impeachment 'the Only Thing I Can Get on TV to Talk About'
ID-2620	TheGuardian	neutral	Donald Trump warns Megan Rapinoe not to 'disrespect' US flag at World Cup
ID-2621	dailymail	negative	Dramatic moment lifeguards take down ‘drunk and abusive’ beachgoer
ID-2622	FT	negative	Epstein denied bail in sex crimes case
ID-2623	TheHill	negative	Family of man who died in jail run by Sheriff David Clarke reaches nearly $7 million settlement
ID-2624	CNN	negative	Far-right supporter confesses to killing politician
ID-2625	BuzzFeed	neutral	"""Five Charged in Texas Human Trafficking"
ID-2626	ABC	negative	Former Peruvian president Alejandro Toledo arrested in US
ID-2627	FreeBacon	negative	Gabbard: Harris Leveled ‘False Accusation’ of Racism at Biden
ID-2628	TheFederalist	neutral	Gen X Is The Best Mess Ever
ID-2629	TheHill	neutral	"""Harris unveils plan to revamp infrastructure"
ID-2630	BBC	neutral	Heavy rains in Japan cause deadly landslides and floods
ID-2631	Vice	negative	Here’s How Scientists Plan to Watch Supermassive Black Hole Collisions
ID-2632	PoliticoPulse	neutral	"""House Dems set to subpoena Kushner"
ID-2633	InfoWars	negative	Houston ‘Drag Queen Storytime’ Shuts Down After Participant Outed As Child Sex Offender
ID-2634	FreeBacon	neutral	Hurd (R) Disinvited From Cyber Conference Over Pro-Life Votes
ID-2635	TheGatewayPundit	neutral	"""ILHAN OMAR SUPPORTERS Caught Threatening"
ID-2636	ProPublica	negative	Immigration Officials Use Secretive Gang Databases to Deny Migrant Asylum Claims
ID-2637	ProPublica	negative	It’s Illegal for Federal Officials to Campaign at Work. A Trump Official Just Did So.
ID-2638	Reason	negative	Justin Amash's Principled Stand Against Trump Will Not Make Him Popular in the GOP
ID-2639	Positivenews	neutral	"""Kansas Woman Buys Out Local Payless Store"
ID-2640	RollCall	negative	Latest fundraising numbers from Beto O’Rourke and others are ridiculous
ID-2641	LATimes	negative	"""MS-13 members from L.A. charged in string of grisly killings"
ID-2642	TheBlaze	negative	MSNBC producers contradict Rachel Maddow's Mueller report conspiracy theory as she's saying it
ID-2643	FreeBacon	neutral	"""McConnell Challenger Video Missing Marine"
ID-2644	Vox	positive	Men in Black: International is charming and fun but squanders the chance to tell a richer story
ID-2645	dailymail	neutral	Mexican chef Ricardo Munoz Zurita posts a video of a fish with plastic inside its gut
ID-2646	ThinkProgress	positive	Mueller directly refutes White House claim that his report exonerates Trump
ID-2647	FoxNews	negative	Nancy Pelosi is the real “Grim Reaper”: Minority Whip Scalise
ID-2648	Time	negative	People Can’t Stop Laughing at James Comey’s Introspective Responses to the Mueller Report
ID-2649	Breitbart	neutral	"""Prosecutors: Islamist Planned to Run Over Pedestrians with U-Haul in National Harbor"
ID-2650	Vox	neutral	Puerto Rico is targeting 100% renewable energy. The Trump administration has other ideas.
ID-2651	Vox	negative	"""Puerto Rico’s week of massive protests"
ID-2652	NPR	positive	"""Retired Justice John Paul Stevens Talks History"
ID-2653	ForeignPolicy	neutral	Russia’s Military Exercises in the Arctic Have More Bark Than Bite
ID-2654	Marketwatch	positive	"""S&P 500 notches 7th straight gain"
ID-2655	RollCall	neutral	"""Safe climate a constitutional right"
ID-2656	Intercept	positive	Starbucks Promised a Recyclable Drink Lid. Don’t Believe the Hype.
ID-2657	Time	negative	Stephen Colbert Tears Into Trump’s Mueller Report Response: ‘That’s Not How an Innocent Person Reacts’
ID-2658	Economist	neutral	Sudan and Algeria overthrow despots but not their political systems
ID-2659	FoxNews	negative	Suspected credit card thief caught after being captured on security footage wearing tag with real name
ID-2660	Intercept	negative	Sweden Could Reopen Rape Investigation of Julian Assange; U.K. Urged to Prioritize Swedish Case Over Extradition to U.S.
ID-2661	RollCall	neutral	Texas Rep. Will Hurd announces retirement
ID-2662	BussinesInsider	positive	The 8 best no-fee credit cards to open in 2019
ID-2663	TNR	neutral	The Loudest Voice Stars A Very Simple Monster
ID-2664	MotherJones	negative	The Planet Is Heading to Catastrophe and Joe Biden Apparently Wants to Take the “Middle Ground”
ID-2665	BBC	neutral	The Toronto Raptor superfan who's not Drake
ID-2666	PalmerReport	negative	The real reason William Barr is committing crimes for Donald Trump
ID-2667	BuzzFeed	negative	Trump Organization Sues House Oversight Chair Elijah Cummings to Block Subpoena
ID-2668	MotherJones	negative	Trump Spent Saturday Morning Furiously Tweeting About His Accomplishments
ID-2669	WT	neutral	Trump announces US ambassador to run for Tennessee Senate
ID-2670	MotherJones	neutral	Trump’s Immigration Deal With Mexico Is a Nothingburger
ID-2671	Intercept	neutral	"""Trump’s Rhetoric Echoes Nazi Germany"
ID-2672	WT	negative	US blames Iran's government for devastating flood damage
ID-2673	Positivenews	neutral	Weezer Fans Hold Up Woman In Wheelchair During Concert
ID-2674	Twitchy	negative	‘Holy hell’: The twisted tale of Jessica Yaniv ‘gets worse than you could ever imagine’
ID-2675	ForeignPolicy	neutral	‘The Biggest Piece Mueller Left Out’
ID-2676	TPM	negative	"""Trump and Putin Joke About the US Problem with """"Fake News"""""""
ID-2677	TNR	neutral	A Historic Breakthrough for Sex Workers’ Rights
ID-2678	Jacobin	neutral	Americans Actually Do Want Medicare for All
ID-2679	RealClearPolitics	neutral	Biden Is Toast--and So Is the Party of Open Borders
ID-2680	Positivenews	neutral	Blind Man Finishes New York City Half Marathon With Help From Guide Dogs
ID-2681	Marketwatch	neutral	Boeing CEO Muilenburg: nearing completion of software fix
ID-2682	OAN	negative	Canada’s Trudeau expels two ex-ministers from ruling party in bid to end scandal
ID-2683	Positivenews	positive	Canadian Woman Finally Meets Her Australian Pen Pal After 60 Years Of Friendship
ID-2684	Positivenews	neutral	Cattle Rancher Brought To Tears By Act Of Kindness After Losing His Entire Herd In Flood
ID-2685	Breitbart	positive	Chris Matthews: Obama Presidency 'So Thrilling' --- It’s 'Still Thrilling to Me'
ID-2686	Positivenews	neutral	Conjoined Twin Sisters Successfully Separated And Canand#039;t Stop Snuggling
ID-2687	BussinesInsider	positive	DGAP-Adhoc: Allgeier successfully completes capital increase
ID-2688	dailymail	neutral	Duke and Duchess of Sussex set to be given a suite of rooms at Buckingham Palace as a London base
ID-2689	BBC	positive	Five beached whales in Florida saved by strangers
ID-2690	dailymail	negative	Flybe is accused of keeping passengers in the dark about their rights to compensation
ID-2691	RealClearPolitics	neutral	From Occupy to AOC: The Rise of the New Progressives
ID-2692	NPR	positive	Good News About Democracy: It's Good For Your Health
ID-2693	Positivenews	positive	Homeless Man Reunited With His Beloved Pet Rat
ID-2694	dailycaller	neutral	Israeli PM Benjamin Netanyahu Defends Activists Trying To Record In Polling Places
ID-2695	ABC	neutral	"""Japanese Prime Minister Shinzo Abe says he"
ID-2696	NewsMax	neutral	Jason Sudeikis Returns to 'SNL' to Portray Joe Biden in Sensitivity Training Sketch
ID-2697	Reason	positive	Justin Amash on Quitting the Republican Party: 'It's Nice to Be Happy and Free'
ID-2698	Time	positive	Kids Recreating the Game of Thrones Opening Credits With Arts and Crafts Confirms the Young People Will Save Us
ID-2699	Time	positive	Kit Harington’s Brother Had the Best Jon Snow Joke During His Best Man Speech
ID-2700	BuzzFeed	negative	Libyans Stop Boats Carrying Hundreds of African and Bangladeshi Migrants to Europe
ID-2701	NYP	negative	Middle school volleyball players help stop woman’s suicide: ‘Your life is worth it’
ID-2702	fiscaltimes	negative	Most Americans Don’t Support Higher Defense Spending
ID-2703	BBC	neutral	North Koreans discuss Kim Jong-un's trip to Russia
ID-2704	Positivenews	neutral	Police Officer Cared For Lonely Elderly Man For 2 Years After Meeting Him On Duty
ID-2705	BBC	positive	Rhino release: Epic journey to freedom in Rwanda
