,ID,Source,Pred,Monthly Visitors November 2020,Text
,ID-4122,NYT,negative,705350000,"""She Was Terminally Ill. Her Husband Held the Gun to Her Head"
,ID-4202,NYT,negative,705350000,I Don’t Care. I Love My Phone.
,ID-4511,NYT,negative,705350000,A Million Americans Need This Drug. Trump’s Deal Won’t Help Enough of Them.
,ID-4762,NYT,negative,705350000,"""One Casualty of the Palm Oil Industry: An Orangutan Mother"
OAN,,,78,,
Pred:,,,Anzahl:,,
negative,,,21,,
,ID-109,OAN,negative,18410000,Pelosi hits Trump over use of 9/11 images to criticize Muslim lawmaker
,ID-314,OAN,negative,18410000,No-deal Brexit under fire: Parliament grabs brakes against Boris Johnson
,ID-361,OAN,negative,18410000,‘American Taliban’ to be released from prison Thursday
,ID-449,OAN,negative,18410000,"""In upset"
,ID-624,OAN,negative,18410000,Turkish opposition leader safe after attack at soldier’s funeral
,ID-1392,OAN,negative,18410000,Chinese woman arrested at Trump’s Mar-a-Lago resort to remain in custody
,ID-1569,OAN,negative,18410000,UK police warning to media over diplomat’s leaked memos stirs anger
,ID-1818,OAN,negative,18410000,Bengals waive troubled running back Walton
,ID-2365,OAN,negative,18410000,"""U.S. blames Iran for tanker attacks in Gulf of Oman"
,ID-2682,OAN,negative,18410000,Canada’s Trudeau expels two ex-ministers from ruling party in bid to end scandal
,ID-3372,OAN,negative,18410000,Pakistan opposition parties hold protest rallies against PM Khan
,ID-3695,OAN,negative,18410000,EU to call on Libya’s Haftar to stop offensive: draft
,ID-3980,OAN,negative,18410000,British Airways suspends flights to Cairo for seven days: statement
,ID-4076,OAN,negative,18410000,Iran rolls back nuclear pledges but stops short of violating pact
,ID-4276,OAN,negative,18410000,"""Ten U.S. states sue to stop Sprint-T-Mobile deal"
,ID-4378,OAN,negative,18410000,Obama: Reject language from leaders that ‘normalizes racist sentiments’
,ID-4640,OAN,negative,18410000,Iran says it will not surrender even if it is bombed
,ID-4760,OAN,negative,18410000,"""New Zealand marks one week since mosque attack with prayers"
,ID-4863,OAN,negative,18410000,Country star Kenny Rogers dismisses ‘wild misinformation’ about his health
,ID-4922,OAN,negative,18410000,U.S. judge suspends Blackstone lawsuit against Italy’s RCS over Milan HQ
,ID-4959,OAN,negative,18410000,Dollar depressed ahead of U.S. jobs data
neutral,,,43,,
,ID-234,OAN,neutral,18410000,Trump says he will seek U.S. trade accord with Brazil
,ID-266,OAN,neutral,18410000,Del Potro beats Shapovalov on another rain-hit day at Queen’s Club
,ID-412,OAN,neutral,18410000,Climate scientists partner with McKinsey to push companies to self-regulate
,ID-618,OAN,neutral,18410000,"""Trump denies U.S. plan to send 120"
,ID-643,OAN,neutral,18410000,"""Trump says China trade talks ‘back on track"
,ID-644,OAN,neutral,18410000,Trump tells Democratic congresswomen to ‘go back’ to ‘fix’ countries they came from
,ID-727,OAN,neutral,18410000,Golf: Bethpage Black turns into beast in windy final round at PGA
,ID-1013,OAN,neutral,18410000,"""House Democrats rush to pass border aid bill before July 4"
,ID-1015,OAN,neutral,18410000,IMF gives Mozambique $118 million for Cyclone Idai rebuilding
,ID-1228,OAN,neutral,18410000,White House says Trump spoke to Libyan commander Haftar on Monday
,ID-1494,OAN,neutral,18410000,Peruvian President Vizcarra proposes early legislative elections
,ID-1519,OAN,neutral,18410000,Sotheby’s snapped up by French tycoon Drahi for $3.7 billion
,ID-1568,OAN,neutral,18410000,U.S. defense bill takes aim at China’s growing influence
,ID-1762,OAN,neutral,18410000,"""Thailand’s opposition forms alliance"
,ID-1786,OAN,neutral,18410000,Trump critic Amash quits their Republican Party
,ID-1796,OAN,neutral,18410000,Wall Street rises as Fed’s Williams bolsters rate-cut hopes
,ID-2375,OAN,neutral,18410000,‘Trump Baby’ blimp takes flight as president returns to Ireland
,ID-2498,OAN,neutral,18410000,"""Boeing sees me as its ‘piggy bank’"
,ID-2773,OAN,neutral,18410000,"""Drug company founder"
,ID-2783,OAN,neutral,18410000,Exxon Mobil sues Cuba over property expropriated in 1960
,ID-2812,OAN,neutral,18410000,Koepka to stick with same British Open preparation plan
,ID-2953,OAN,neutral,18410000,Nike inks endorsement deal with basketball star Zion Williamson
,ID-3042,OAN,neutral,18410000,Malaysia to sell 1MDB-linked superyacht for $126 million
,ID-3229,OAN,neutral,18410000,Tennis: Veterans Lopez and Simon set up Queen’s final
,ID-3385,OAN,neutral,18410000,Sisi says Egypt won’t accept anything against Palestinian wishes
,ID-3444,OAN,neutral,18410000,‘Wizard’ cybersecurity expert charged with record hack of Bulgarian tax agency
,ID-3516,OAN,neutral,18410000,Blackstone weighs Cheniere Energy Partners stake sale: Bloomberg
,ID-3547,OAN,neutral,18410000,Greek PM says may seek sanctions against Turkey in gas row
,ID-3762,OAN,neutral,18410000,Saudi energy minister says discussed oil markets with Russian counterpart
,ID-4025,OAN,neutral,18410000,"""Angels"
,ID-4075,OAN,neutral,18410000,"""Iran amasses more enriched uranium than allowed under pact"
,ID-4086,OAN,neutral,18410000,Malaysia to finalize deal on China-backed railway project early April
,ID-4156,OAN,neutral,18410000,"""Volcano erupts on Italian island of Stromboli"
,ID-4294,OAN,neutral,18410000,Trump rattles saber at China ahead of make-or-break trade talks
,ID-4444,OAN,neutral,18410000,U.N. concerned by U.S. curbs on Iranian foreign minister while in New York
,ID-4464,OAN,neutral,18410000,FIFA to stick with 32 teams for Qatar World Cup
,ID-4476,OAN,neutral,18410000,"""NHL roundup: Caps sweep Flyers"
,ID-4571,OAN,neutral,18410000,"""Israel launches ‘Trump Heights’ on Golan"
,ID-4663,OAN,neutral,18410000,Durant could return for Game 3
,ID-4717,OAN,neutral,18410000,Zarif says Iran not seeking nuclear arms: Twitter
,ID-4752,OAN,neutral,18410000,"""Intel puts modem business up for sale"
,ID-4883,OAN,neutral,18410000,"""Wayfair workers"
,ID-4977,OAN,neutral,18410000,"""Nestle switches delivery model for some U.S. frozen foods"
positive,,,14,,
,ID-345,OAN,positive,18410000,Trump says he is confident Mexico will enforce new immigration deal
,ID-578,OAN,positive,18410000,British Prime Minister Johnson promises a bold new Brexit deal
,ID-873,OAN,positive,18410000,U.S. Rep. Ocasio-Cortez ‘encouraged’ despite Senate rejecting ‘Green New Deal’
,ID-1009,OAN,positive,18410000,"""Help each other"
,ID-1391,OAN,positive,18410000,China’s DJI plans to build drones in California amid U.S. security concern
,ID-1728,OAN,positive,18410000,Oil prices little changed despite U.S. crude stock draw
,ID-2187,OAN,positive,18410000,Thousands march in Romanian capital’s pride parade
,ID-2249,OAN,positive,18410000,Barclays to cut investment bankers’ bonuses: FT
,ID-2522,OAN,positive,18410000,Glencore’s Congo tragedy highlights security conundrum for miners
,ID-2902,OAN,positive,18410000,‘Surreal’ Pyongyang marathon in spotlight as tensions ease
,ID-3809,OAN,positive,18410000,WikiLeaks source Manning could be jailed again soon if she disobeys U.S. grand jury
,ID-4472,OAN,positive,18410000,MLB to open New Delhi office in bid to gain India foothold
,ID-4488,OAN,positive,18410000,Djokovic happy to carry on cruising
,ID-4657,OAN,positive,18410000,Carlos Ghosn on Twitter: Ready to ‘tell the truth’ about events
PalmerReport,,,76,,
Pred:,,,Anzahl:,,
negative,,,31,,
,ID-8,PalmerReport,negative,6720000,Don McGahn fires back at Donald Trump
,ID-10,PalmerReport,negative,6720000,Donald Trump has crazed meltdown in White House driveway
,ID-541,PalmerReport,negative,6720000,This is Donald Trump’s weakest moment yet
,ID-582,PalmerReport,negative,6720000,Donald Trump caught committing a crime while aboard Air Force One
,ID-972,PalmerReport,negative,6720000,Donald Trump comes crashing down from his “total exoneration” high
,ID-974,PalmerReport,negative,6720000,Donald Trump’s worsening obstruction of justice antics won’t end well for him
,ID-1175,PalmerReport,negative,6720000,The real reason Donald Trump is going to lose in the end
,ID-1333,PalmerReport,negative,6720000,Yet another of Donald Trump’s top White House advisers resigns amid controversy
,ID-1460,PalmerReport,negative,6720000,Kellyanne Conway has a whole new problem
,ID-1673,PalmerReport,negative,6720000,House Democrat: Donald Trump is going to prison
,ID-1719,PalmerReport,negative,6720000,No wonder Sarah Huckabee Sanders cut and ran
,ID-1905,PalmerReport,negative,6720000,Rod Rosenstein just made a huge mistake in his resignation letter
,ID-2092,PalmerReport,negative,6720000,Trump and the GOP somehow find a way to sink to a treasonous new low
,ID-2174,PalmerReport,negative,6720000,The terrifying William Barr answer that everyone overlooked
,ID-2274,PalmerReport,negative,6720000,Donald Trump has deranged meltdown after everything goes wrong for him
,ID-2397,PalmerReport,negative,6720000,Donald Trump is closer to his downfall than ever – and he’s more manically dangerous than ever
,ID-2398,PalmerReport,negative,6720000,Donald Trump is even more racist than you thought: Part II
,ID-2459,PalmerReport,negative,6720000,Donald Trump reaches a disgusting new low and proves there is no bottom
,ID-2666,PalmerReport,negative,6720000,The real reason William Barr is committing crimes for Donald Trump
,ID-2784,PalmerReport,negative,6720000,Federal judge delivers bodyblow to Donald Trump in Deutsche Bank battle over his tax returns
,ID-2871,PalmerReport,negative,6720000,The GOP feud between Donald Trump and Roy Moore gets even uglier
,ID-3840,PalmerReport,negative,6720000,Donald Trump throws a tantrum after he gets caught cheating
,ID-4226,PalmerReport,negative,6720000,Federal Reserve Chairman Jerome Powell isn’t taking any of Donald Trump’s crap
,ID-4286,PalmerReport,negative,6720000,Things just took an ugly turn in Donald Trump Jr subpoena battle
,ID-4321,PalmerReport,negative,6720000,Donald Trump campaign’s latest unofficial surrogate is an alleged murderer
,ID-4322,PalmerReport,negative,6720000,Donald Trump’s formal “rebuttal” to the Mueller report is as ridiculous as we knew it would be
,ID-4431,PalmerReport,negative,6720000,Senator says he’s looking to put Donald Trump Jr in prison
,ID-4451,PalmerReport,negative,6720000,William Barr is starting to sound awfully nervous about his failing coverup of the Mueller report
,ID-4515,PalmerReport,negative,6720000,Donald Trump and Mike Pompeo have a whole new problem
,ID-4950,PalmerReport,negative,6720000,The Michael Cohen criminal case is about to get very ugly for everyone involved
,ID-4987,PalmerReport,negative,6720000,The real reason Eric Swalwell is dropping out
neutral,,,35,,
,ID-343,PalmerReport,neutral,6720000,Trump can’t even get the Russia thing right anymore
,ID-346,PalmerReport,neutral,6720000,Trump’s GOP takes its corruption to a whole new level
,ID-369,PalmerReport,neutral,6720000,Donald Trump gets flustered by yet another woman in charge
,ID-850,PalmerReport,neutral,6720000,The real reason Donald Trump’s Iran narrative is falling to pieces
,ID-973,PalmerReport,neutral,6720000,Donald Trump’s orbit is spinning completely out of control today
,ID-1184,PalmerReport,neutral,6720000,This is deranged even by Donald Trump standards
,ID-1261,PalmerReport,neutral,6720000,Donald Trump reveals delusional new strategy for 2020
,ID-1461,PalmerReport,neutral,6720000,Kellyanne Conway just did it again
,ID-1617,PalmerReport,neutral,6720000,"""As William Barr circles the drain"
,ID-1652,PalmerReport,neutral,6720000,Donald Trump has utterly deranged meltdown while aboard Air Force One
,ID-1753,PalmerReport,neutral,6720000,So that was all for nothing
,ID-1903,PalmerReport,neutral,6720000,Robert Mueller just issued his report about Donald Trump. Here we go…
,ID-1904,PalmerReport,neutral,6720000,Robert Mueller just pulled off a victory in plain sight and almost everyone missed it
,ID-2012,PalmerReport,neutral,6720000,Donald Trump goes bananas after House Judiciary Committee subpoenas Don McGahn
,ID-2194,PalmerReport,neutral,6720000,Donald Trump reveals he’s even more of Putin’s puppet than ever
,ID-2273,PalmerReport,neutral,6720000,Donald Trump goes completely bonkers after he figures out he’s going to be impeached
,ID-2371,PalmerReport,neutral,6720000,William Barr just threw Donald Trump under the bus
,ID-2396,PalmerReport,neutral,6720000,Donald Trump goes completely bonkers as House Democrats seize his financial records
,ID-2399,PalmerReport,neutral,6720000,Donald Trump is taking the GOP down with him
,ID-2460,PalmerReport,neutral,6720000,Donald Trump’s deranged supporters circle the drain
,ID-2725,PalmerReport,neutral,6720000,Donald Trump doesn’t have a prayer
,ID-2817,PalmerReport,neutral,6720000,Lindsey Graham goes completely off the rails
,ID-2899,PalmerReport,neutral,6720000,We’ll be looking at an entirely different political landscape before this day is over
,ID-3141,PalmerReport,neutral,6720000,Donald Trump goes completely off the deep end about his tax returns
,ID-3142,PalmerReport,neutral,6720000,Donald Trump opens his mouth and sends the stock market tumbling
,ID-3920,PalmerReport,neutral,6720000,Donald Trump’s downward spiral has pushed the GOP to its breaking point
,ID-4140,PalmerReport,neutral,6720000,The importance of Nancy Pelosi’s “handcuffs” exchange today with William Barr
,ID-4171,PalmerReport,neutral,6720000,Donald Trump goes completely off the deep end during rally
,ID-4224,PalmerReport,neutral,6720000,Donald Trump goes berserk about everyone and everything as the impeachment process against him finally begins
,ID-4323,PalmerReport,neutral,6720000,Donald Trump’s impeachment turns crucial corner
,ID-4453,PalmerReport,neutral,6720000,"""With his scandals and subpoenas closing in on him"
,ID-4547,PalmerReport,neutral,6720000,Donald Trump is even further gone than we thought
,ID-4799,PalmerReport,neutral,6720000,Donald Trump gets ripped to pieces over LGBT tweet
,ID-4804,PalmerReport,neutral,6720000,"""Hey Donald Trump"
,ID-4952,PalmerReport,neutral,6720000,"""William Barr just threw himself to the wolves"
positive,,,10,,
,ID-441,PalmerReport,positive,6720000,Here comes Robert Mueller’s dramatic grand finale
,ID-583,PalmerReport,positive,6720000,Donald Trump should be thrilled that House Democrats are getting his tax returns
,ID-1262,PalmerReport,positive,6720000,Donald Trump’s new last ditch dastardly plan to save himself
,ID-1545,PalmerReport,positive,6720000,The real reason NRA leaders are suddenly eating each other alive
,ID-1666,PalmerReport,positive,6720000,God have mercy on us all
,ID-1702,PalmerReport,positive,6720000,Looks like Donald Trump’s longtime accounting firm is selling him out to House Democrats
,ID-1960,PalmerReport,positive,6720000,We told you Deutsche Bank is handing over Donald Trump’s tax returns
,ID-2928,PalmerReport,positive,6720000,Donald Trump gets pranked in hilarious fashion
,ID-3693,PalmerReport,positive,6720000,Donald Trump caught dangling pardons to entice his immigration officials to break the law
,ID-4508,PalmerReport,positive,6720000,Donald Trump’s love affair with Kim Jong Un reaches a whole new low
PoliticoPulse,,,59,,
Pred:,,,Anzahl:,,
positive,,,13,,
,ID-190,PoliticoPulse,positive,163040000,Trump on border: ‘It’s like Disneyland now’
,ID-456,PoliticoPulse,positive,163040000,Jeffrey Epstein prosecutors aided by ‘excellent investigative journalism’
,ID-741,PoliticoPulse,positive,163040000,"""Intelligence scholar sues Cambridge academic"
,ID-1493,PoliticoPulse,positive,163040000,POLITICO Playbook: How will Trump’s race drumbeat play in 2020
,ID-1514,PoliticoPulse,positive,163040000,Security firms see spike in Iranian cyberattacks
,ID-1681,PoliticoPulse,positive,163040000,International relief organization accuses Trump administration of hypocrisy
,ID-2096,PoliticoPulse,positive,163040000,Buttigieg attracting praise from an unexpected audience — conservatives
,ID-2715,PoliticoPulse,positive,163040000,Will Hurd says he’s leaving Congress to help GOP become more diverse
,ID-3242,PoliticoPulse,positive,163040000,Top Dem strategists launch secret-money group to rebrand party
,ID-3247,PoliticoPulse,positive,163040000,Trump punts health care until after 2020
,ID-3272,PoliticoPulse,positive,163040000,3 Reasons Not to Worry About Trump’s Fourth of July—and 1 Big Reason to Worry
,ID-4646,PoliticoPulse,positive,163040000,O’Rourke feels 'really good' about 2020 campaign
,ID-4881,PoliticoPulse,positive,163040000,Virginia's NCAA-winning basketball team declines White House invitation
neutral,,,27,,
,ID-620,PoliticoPulse,neutral,163040000,Trump taunts Democrats with his immigration plan
,ID-1005,PoliticoPulse,neutral,163040000,Gold-plated golf clubs and birthday bashes: How Abe courts Trump
,ID-1022,PoliticoPulse,neutral,163040000,Impeachment and environmental activist Tom Steyer announces presidential bid
,ID-1044,PoliticoPulse,neutral,163040000,Kudlow on Dem candidates: ‘I don’t understand what planet they’re describing’
,ID-1091,PoliticoPulse,neutral,163040000,"""POLITICO Playbook PM: Trump"
,ID-1096,PoliticoPulse,neutral,163040000,Pete Buttigieg: Trump immigration approach backward
,ID-1202,PoliticoPulse,neutral,163040000,Trump lashes out as House investigators prep more subpoenas
,ID-1206,PoliticoPulse,neutral,163040000,Trump: 2 years of my term were ‘stollen’
,ID-1208,PoliticoPulse,neutral,163040000,Trump’s made-for-TV moment in North Korea
,ID-1509,PoliticoPulse,neutral,163040000,Schiff: ‘Time is running out’ for Mueller to testify
,ID-1819,PoliticoPulse,neutral,163040000,Bennet meets polling criterion for first Democratic debates
,ID-1876,PoliticoPulse,neutral,163040000,Marianne Williamson reaches donor threshold for Dem debates
,ID-1920,PoliticoPulse,neutral,163040000,The Ivory Tower team of wonks behind Warren’s policy agenda
,ID-2337,PoliticoPulse,neutral,163040000,Sharpton: Trump has ‘particular venom’ for black people
,ID-2632,PoliticoPulse,neutral,163040000,"""House Dems set to subpoena Kushner"
,ID-2724,PoliticoPulse,neutral,163040000,"""As he takes on Trump"
,ID-2877,PoliticoPulse,neutral,163040000,The Surprising New Effect Of Trump’s Immigration Crackdown
,ID-3028,PoliticoPulse,neutral,163040000,Brexiteer Boris Johnson set to become British prime minister
,ID-3186,PoliticoPulse,neutral,163040000,Nadler: Trump claim of executive privilege could delay Mueller testimony
,ID-3413,PoliticoPulse,neutral,163040000,Trump allies assail Mueller report even as they defend its conclusions
,ID-3419,PoliticoPulse,neutral,163040000,Trump’s bid to wipe out AIDS will take more than a pill
,ID-3450,PoliticoPulse,neutral,163040000,2020 Dems defend Rep. Omar from Trump amid controversy over 9/11 remarks
,ID-3635,PoliticoPulse,neutral,163040000,Trump: ‘2 weeks and big Deportation begins!’
,ID-3652,PoliticoPulse,neutral,163040000,"""‘Miracle’: Plane crashes into Florida river"
,ID-4290,PoliticoPulse,neutral,163040000,"""Trump blasts Rashida Tlaib for comments on Israel"
,ID-4592,PoliticoPulse,neutral,163040000,Pence's abrupt travel cancellation sparks speculation
,ID-4692,PoliticoPulse,neutral,163040000,Protester grabs Kamala Harris' microphone at San Francisco forum
negative,,,19,,
,ID-821,PoliticoPulse,negative,163040000,Sanders to Ryan on Medicare for All: 'I wrote the damn bill'
,ID-1222,PoliticoPulse,negative,163040000,Warren has lots of plans. But not on health care.
,ID-1380,PoliticoPulse,negative,163040000,Buttigieg eyes changing Washington's 'mesmerizing horror show'
,ID-1601,PoliticoPulse,negative,163040000,‘Wrong on most everything’: GOP smacks down Biden’s bipartisanship
,ID-1705,PoliticoPulse,negative,163040000,Marijuana bill dead: New Jersey lawmakers to move forward with referendum
,ID-1971,PoliticoPulse,negative,163040000,Conway doesn’t contradict McGahn’s testimony but still casts some doubt
,ID-1993,PoliticoPulse,negative,163040000,No. 3 House Democrat says he believes Trump will eventually be impeached
,ID-2039,PoliticoPulse,negative,163040000,Anti-Islamic tweets further imperil mainstream New Jersey Republicans
,ID-2253,PoliticoPulse,negative,163040000,Booker says he felt disrespected in his verbal tussle with Biden
,ID-2441,PoliticoPulse,negative,163040000,Trump: ‘Something strange is going on at Fox’
,ID-3138,PoliticoPulse,negative,163040000,Dems ask whether DOJ memo prevented prosecuting Trump for hush payments
,ID-3161,PoliticoPulse,negative,163040000,House Oversight Committee threatens salaries of Interior staff who block interviews
,ID-3199,PoliticoPulse,negative,163040000,Pelosi announces resolution condemning Trump for racist tweets
,ID-3217,PoliticoPulse,negative,163040000,Schumer decries 'awful' conditions at migrant detention facility
,ID-3691,PoliticoPulse,negative,163040000,Dems seize offensive against Trump after detention center outrage
,ID-3914,PoliticoPulse,negative,163040000,Austrian government collapses over Russia scandal
,ID-4220,PoliticoPulse,negative,163040000,Dem senators slam Ratcliffe's nomination for intel chief
,ID-4856,PoliticoPulse,negative,163040000,‘Her ambition got it wrong about Joe’: Harris faces debate backlash
,ID-4904,PoliticoPulse,negative,163040000,"""North Korea won’t give up all its nuclear weapons"
Positivenews,,,137,,
Pred:,,,Anzahl:,,
positive,,,36,,
,ID-42,Positivenews,positive,142070,Hero Dogs Save Owner Who Was Being Attacked By Two Armed Men
,ID-60,Positivenews,positive,142070,"""Indigenous Tribe Wins Legal Battle Against Oil Companies"
,ID-247,Positivenews,positive,142070,A Parrot Named Freddy Krueger Is Alive And Well After A 4-Year Nightmare
,ID-290,Positivenews,positive,142070,Iowa High School Gives Students PE Credits For Helping The Elderly With Yard Work
,ID-298,Positivenews,positive,142070,Kenyan Teacher Who Gives Away 80% Of His Salary To Help His Students Wins $1 Million Prize
,ID-381,Positivenews,positive,142070,Teens Assist Elderly Man Who Fell And Walk Him Home To Clean His Wounds
,ID-1837,Positivenews,positive,142070,Divers Set World Record For Cleaning Trash From Ocean Floor
,ID-2078,Positivenews,positive,142070,Woman Writes Heartfelt Tribute To McDonaldand#039;s Employee Who Made Her Day
,ID-2106,Positivenews,positive,142070,Proud Father Stands Up For Daughter With Down Syndrome
,ID-2394,Positivenews,positive,142070,Dog Is Rescued After Sheand#039;s Found Swimming 135 Miles Out At Sea
,ID-2683,Positivenews,positive,142070,Canadian Woman Finally Meets Her Australian Pen Pal After 60 Years Of Friendship
,ID-2693,Positivenews,positive,142070,Homeless Man Reunited With His Beloved Pet Rat
,ID-2708,Positivenews,positive,142070,Teenage Crane Operator Rescues 14 People From Burning Building
,ID-2792,Positivenews,positive,142070,"""He Helped Save Her Daughter. Two Years Later"
,ID-2854,Positivenews,positive,142070,Sigourney Weaver Surprises Students For Encore Performance Of Viral and#039;Alienand#039; Play
,ID-2930,Positivenews,positive,142070,Drone In Maryland Makes History By Delivering Organ For Successful Transplant
,ID-2939,Positivenews,positive,142070,Hero Biker Helps Father Get Unconscious Daughter To The Hospital Through Heavy Traffic
,ID-2943,Positivenews,positive,142070,Irish Soldier Gives Up Home To Help Family In Need
,ID-2964,Positivenews,positive,142070,Scientists Are Using Music To Help Build The Brains Of Premature Babies
,ID-2976,Positivenews,positive,142070,Willie Nelson Rescued 70 Horses From The Slaughterhouse
,ID-2978,Positivenews,positive,142070,Woman Jumps Out Of Her Car To Rescue A Child Running In Traffic
,ID-2990,Positivenews,positive,142070,Firefighters Help Man Get Home By Pushing His Electric Wheelchair
,ID-2992,Positivenews,positive,142070,Heroic 20-Year-Old Rushed Back Into Fire To Save Niece
,ID-2995,Positivenews,positive,142070,Inmates Rescue Baby Locked Inside Car
,ID-2997,Positivenews,positive,142070,Lt. Dan Actor Gary Sinise Has Dedicated His Life To Support Veterans. Heand#039;s Overcome With Emotion By Thank-You
,ID-2998,Positivenews,positive,142070,"""Man Saves Stranger With CPR"
,ID-3043,Positivenews,positive,142070,Mexican Researcher Creates Plastic From Cactus That Is Biodegradable And Safe To Ingest
,ID-3591,Positivenews,positive,142070,Police Officer Helps Student Fix His Tie For Graduation
,ID-3766,Positivenews,positive,142070,Shelter Dog Who Loves His Bowl Gets Adopted After His Story Goes Viral
,ID-3828,Positivenews,positive,142070,An Entire School Learned Sign Language To Welcome A Deaf Kindergartener
,ID-3846,Positivenews,positive,142070,French Billionaires Pledge $450 Million To Help Rebuild The Notre Dame Cathedral
,ID-3860,Positivenews,positive,142070,Neighborhoods Across The Country Are Building Miniature Pantries To Help Those In Need
,ID-3868,Positivenews,positive,142070,Police Department Helps Animal Shelter Thatand#039;s Overrun With Cats
,ID-3873,Positivenews,positive,142070,Russia Agrees To Free Nearly 100 Captive Whales
,ID-3905,Positivenews,positive,142070,Animal Shelters Waive Adoption Fees Thanks To Donations By Miranda Lambertand#039;s MuttNation Foundation
,ID-4672,Positivenews,positive,142070,Grateful Mom Donates 120 Dresses To High School For Senior Ball
neutral,,,73,,
,ID-61,Positivenews,neutral,142070,Iowa Farmers Send Relief To Nebraska Flood Victims
,ID-241,Positivenews,neutral,142070,70% Of The Materials Used To Make IKEA Products In 2018 Were Either Renewable Or Recycled
,ID-243,Positivenews,neutral,142070,8-Year-Old Boy Saves Sister From Kidnapping
,ID-249,Positivenews,neutral,142070,Anonymous Donor Gives $25 Million To Childrenand#039;s Hospital Los Angeles
,ID-254,Positivenews,neutral,142070,"""Businessman Is Donating 10"
,ID-263,Positivenews,neutral,142070,Community Raises Money To Pay For Elementary School Janitorand#039;s Medical Bills
,ID-272,Positivenews,neutral,142070,"""Dolly Parton Donates $200"
,ID-277,Positivenews,neutral,142070,Gamer Raises Nearly $1 Million For St. Jude Childrenand#039;s Research Hospital In Just 4.5 Hours
,ID-312,Positivenews,neutral,142070,"""Nearly 5"
,ID-367,Positivenews,neutral,142070,"""Church Raises $100"
,ID-372,Positivenews,neutral,142070,Hospital Staff Helps Teens Go To Prom After Car Accident
,ID-374,Positivenews,neutral,142070,Man Adopts Old Dogs From Shelters No One Else Wants
,ID-470,Positivenews,neutral,142070,Man Lands Job After Officer Gives Him Ride To Interview Instead Of Ticket
,ID-496,Positivenews,neutral,142070,"""Police Officer Checks On Elderly Woman"
,ID-510,Positivenews,neutral,142070,Single Momand#039;s NASA Internship Gets Funded By Strangers
,ID-520,Positivenews,neutral,142070,Teen Shoe Store Employee Goes and#039;Above And Beyondand#039; For Girl With Autism
,ID-1873,Positivenews,neutral,142070,Las Vegas Trooper Adopts Dog He Met At Reno Checkpoint
,ID-1884,Positivenews,neutral,142070,"""Mom Skips Her Own Graduation To Attend Her Sonand#039;s"
,ID-1959,Positivenews,neutral,142070,This High School Opens Its Doors Every Friday Night To Keep Students Off The Streets
,ID-2066,Positivenews,neutral,142070,"""After 7 Years In A Hawaiian Shelter"
,ID-2079,Positivenews,neutral,142070,"""Newlyweds"
,ID-2100,Positivenews,neutral,142070,"""Singapore Abolishes School Exam Rankings"
,ID-2539,Positivenews,neutral,142070,Mom Sends Son With Autism On Flight Solo And Receives This From A Stranger
,ID-2639,Positivenews,neutral,142070,"""Kansas Woman Buys Out Local Payless Store"
,ID-2673,Positivenews,neutral,142070,Weezer Fans Hold Up Woman In Wheelchair During Concert
,ID-2680,Positivenews,neutral,142070,Blind Man Finishes New York City Half Marathon With Help From Guide Dogs
,ID-2684,Positivenews,neutral,142070,Cattle Rancher Brought To Tears By Act Of Kindness After Losing His Entire Herd In Flood
,ID-2686,Positivenews,neutral,142070,Conjoined Twin Sisters Successfully Separated And Canand#039;t Stop Snuggling
,ID-2704,Positivenews,neutral,142070,Police Officer Cared For Lonely Elderly Man For 2 Years After Meeting Him On Duty
,ID-2709,Positivenews,neutral,142070,Teens Teach Boy With Autism How To Skate On His Birthday
,ID-2711,Positivenews,neutral,142070,This Entire Community Is Learning Sign Language For A 2-Year-Old Girl
,ID-2714,Positivenews,neutral,142070,"""When This Mailman Retired"
,ID-2718,Positivenews,neutral,142070,5-Year-Old Girl Forms Unbreakable Bond With A Duck
,ID-2857,Positivenews,neutral,142070,Stray Dog Becomes First Dog To Climb Himalayan Summit
,ID-2885,Positivenews,neutral,142070,This Delta Flight Was Piloted By A Mother And Daughter Flight Crew
,ID-2929,Positivenews,neutral,142070,"""Dove Is Offering $5"
,ID-2934,Positivenews,neutral,142070,Friends Find Out Theyand#039;re Actually Brothers
,ID-2936,Positivenews,neutral,142070,Grandma Missing 5 Days Is Found Alive After Grandson Decides To Search One Last Time
,ID-2940,Positivenews,neutral,142070,Hundreds Of Farmers Stay Silent During Auction So Family Can Buy Back Their Family Farm
,ID-2949,Positivenews,neutral,142070,Man Used His Secret Fortune To Send 33 Strangers To College
,ID-2951,Positivenews,neutral,142070,NASA Confirms Earth Is Greener Today Than 20 Years Ago
,ID-2954,Positivenews,neutral,142070,Nonprofit Organization Plants 250 Million Trees
,ID-2960,Positivenews,neutral,142070,Professor Holds Studentand#039;s Baby During Class Because He Couldnand#039;t Find A Babysitter
,ID-2962,Positivenews,neutral,142070,Researchers Have Figured Out How To Convert All Blood Types Into The Universal Type O
,ID-2970,Positivenews,neutral,142070,Teens Push Womanand#039;s Car 5 Miles Back Home
,ID-2981,Positivenews,neutral,142070,13-Year-Old Opens Bakery And Matches Every Sale With A Donation To The Homeless
,ID-2985,Positivenews,neutral,142070,City Bus Driver Stops To Help Car Stuck In Snow On Train Tracks
